project_name,module,jacc_sim_code_test,jacc_sim_code_doc,jacc_sim_test_doc,sow2v_sim_code_test,sow2v_sim_code_doc,sow2v_sim_test_doc
01_dubbo,dubbo-cluster,0.7045454545454546,0.9880952380952381,0.9833333333333333,0.06192225217819214,0.6769663393497467,0.6068292856216431
01_dubbo,dubbo-common,0.7435897435897436,0.9879518072289156,0.9893617021276596,0.07850778102874756,0.6943389177322388,0.679366409778595
01_dubbo,dubbo-compatible,0.8252427184466019,1.0,0.9866666666666667,0.10626250505447388,0.6612333953380585,0.7296197414398193
01_dubbo,dubbo-config,0.7303370786516854,0.9672131147540983,0.9876543209876543,0.05353337526321411,0.5808416903018951,0.5442607998847961
01_dubbo,dubbo-configcenter,0.6511627906976745,0.9761904761904762,0.9782608695652174,0.04863840341567993,0.5907800197601318,0.6685903370380402
01_dubbo,dubbo-container,0.8666666666666667,1.0,1.0,0.3658088445663452,0.648387610912323,0.6805984675884247
01_dubbo,dubbo-filter,0.7272727272727273,1.0,1.0,0.19601130485534668,0.8107921034097672,0.7937635034322739
01_dubbo,dubbo-kubernetes,0.8055555555555556,0.9767441860465116,0.9666666666666667,0.13846451044082642,0.5398991405963898,0.48543572425842285
01_dubbo,dubbo-metadata,0.7263157894736842,0.9682539682539683,0.9767441860465116,0.05245840549468994,0.6697728037834167,0.6512627601623535
01_dubbo,dubbo-metrics,0.6666666666666667,0.974025974025974,0.9636363636363636,0.05444735288619995,0.6109518110752106,0.6061191558837891
01_dubbo,dubbo-monitor,0.7966101694915254,0.9833333333333333,0.95,0.08544313907623291,0.5733434557914734,0.5503441989421844
01_dubbo,dubbo-plugin,0.8717948717948718,1.0,0.987012987012987,0.11090409755706787,0.6558616757392883,0.6374462842941284
01_dubbo,dubbo-registry,0.6119402985074627,0.9661016949152542,0.967741935483871,0.031375765800476074,0.5343142151832581,0.4854653477668762
01_dubbo,dubbo-remoting,0.74,0.9879518072289156,1.0,0.060837745666503906,0.6543680131435394,0.7248002886772156
01_dubbo,dubbo-rpc,0.6436781609195402,0.9848484848484849,0.9878048780487805,0.050549447536468506,0.676660031080246,0.6947156190872192
01_dubbo,dubbo-spring-boot,0.6323529411764706,0.9701492537313433,0.9818181818181818,0.055135130882263184,0.5441103577613831,0.46393781900405884
01_dubbo,dubbo-xds,0.7037037037037037,0.9868421052631579,1.0,0.06380510330200195,0.6484421491622925,0.6398699283599854
02_skywalking,apm-protocol,0.96,0.9824561403508771,1.0,0.3412385582923889,0.499164342880249,0.6212285459041595
02_skywalking,oap-server,0.6699029126213591,0.9759036144578314,0.9620253164556962,0.055767834186553955,0.4888803958892822,0.41399049758911133
03_flink,flink-annotations,1.0,1.0,1.0,0.6580267250537872,0.5534661412239075,0.772998034954071
03_flink,flink-clients,0.5714285714285714,1.0,1.0,0.0378229022026062,0.40512412786483765,0.4070538282394409
03_flink,flink-connectors,0.5697674418604651,0.9651162790697675,0.961038961038961,0.04297685623168945,0.6061587929725647,0.5587635338306427
03_flink,flink-container,0.6956521739130435,0.975,1.0,0.14394372701644897,0.36348044872283936,0.4739046096801758
03_flink,flink-contrib,0.85,0.98,0.9487179487179487,0.38053929805755615,0.808969646692276,0.5602225661277771
03_flink,flink-core,0.7115384615384616,0.9625,0.9789473684210527,0.04900592565536499,0.6402306258678436,0.6738462448120117
03_flink,flink-dstl,0.7402597402597403,0.9871794871794872,1.0,0.09923553466796875,0.6108301877975464,0.5780033767223358
03_flink,flink-external-resources,0.84,1.0,1.0,0.349751353263855,0.5795314610004425,0.5042582452297211
03_flink,flink-filesystems,0.7011494252873562,0.9878048780487805,1.0,0.04986387491226196,0.5803731679916382,0.5025224089622498
03_flink,flink-formats,0.6907216494845361,0.9876543209876543,0.9775280898876404,0.06176912784576416,0.6866181492805481,0.5947609841823578
03_flink,flink-java,0.7575757575757576,0.989247311827957,0.9726027397260274,0.06258118152618408,0.6218434572219849,0.7175264656543732
03_flink,flink-kubernetes,0.6547619047619048,1.0,1.0,0.02647155523300171,0.5188195705413818,0.5171958804130554
03_flink,flink-libraries,0.6666666666666667,0.9878048780487805,0.9605263157894737,0.02878427505493164,0.6426805853843689,0.651192307472229
03_flink,flink-metrics,0.6631578947368422,0.989010989010989,1.0,0.05433720350265503,0.6455553770065308,0.6506364345550537
03_flink,flink-optimizer,0.8,0.9868421052631579,0.9878048780487805,0.09336966276168823,0.5775016248226166,0.6538946330547333
03_flink,flink-queryable-state,0.7234042553191489,0.9883720930232558,0.9871794871794872,0.045979201793670654,0.6787229478359222,0.6254163682460785
03_flink,flink-rpc,0.8163265306122449,0.9878048780487805,1.0,0.05325084924697876,0.5630509555339813,0.5643113553524017
03_flink,flink-runtime,0.4883720930232558,0.9761904761904762,0.9887640449438202,0.03490936756134033,0.6193104982376099,0.5215055346488953
03_flink,flink-runtime-web,0.6081081081081081,1.0,1.0,0.04736137390136719,0.6283341348171234,0.5567896664142609
03_flink,flink-scala,0.7843137254901961,0.9814814814814815,0.9807692307692307,0.2787444591522217,0.5697867274284363,0.41684961318969727
03_flink,flink-state-backends,0.7325581395348837,0.9876543209876543,0.9861111111111112,0.058529555797576904,0.6541760861873627,0.5747581124305725
03_flink,flink-streaming-java,0.5697674418604651,0.9634146341463414,0.95,0.030779898166656494,0.6158717274665833,0.6084049046039581
03_flink,flink-streaming-scala,0.8,0.9722222222222222,0.9772727272727273,0.35183608531951904,0.7237805426120758,0.5727041065692902
03_flink,flink-table,0.6458333333333333,0.9662921348314607,0.975609756097561,0.04493767023086548,0.7047624289989471,0.6629684567451477
03_flink,flink-yarn,0.7032967032967032,1.0,1.0,0.03762286901473999,0.44224852323532104,0.42202019691467285
04_rocketmq,acl,0.6515151515151515,0.9666666666666667,0.9649122807017544,0.11753296852111816,0.3195667266845703,0.2944468855857849
04_rocketmq,broker,0.6323529411764706,0.9692307692307692,0.9642857142857143,0.036639630794525146,0.28106093406677246,0.23227810859680176
04_rocketmq,client,0.7083333333333333,0.9666666666666667,0.9672131147540983,0.03809303045272827,0.2712024450302124,0.23315608501434326
04_rocketmq,common,0.8440366972477065,0.9743589743589743,0.96,0.12825453281402588,0.32812249660491943,0.291278600692749
04_rocketmq,container,0.864406779661017,0.9615384615384616,0.9772727272727273,0.0986170768737793,0.23526322841644287,0.24477165937423706
04_rocketmq,controller,0.7457627118644068,0.9655172413793104,0.9777777777777777,0.13649964332580566,0.2719206213951111,0.27307796478271484
04_rocketmq,filter,0.7538461538461538,0.9696969696969697,1.0,0.09013885259628296,0.5417439341545105,0.6492425501346588
04_rocketmq,namesrv,0.6296296296296297,0.9615384615384616,0.96,0.06287974119186401,0.2454492449760437,0.24185514450073242
04_rocketmq,openmessaging,0.696969696969697,0.9836065573770492,0.962962962962963,0.12089335918426514,0.37861841917037964,0.278175413608551
04_rocketmq,proxy,0.5833333333333333,0.9558823529411765,0.95,0.032434701919555664,0.2326521873474121,0.22608423233032227
04_rocketmq,remoting,0.6767676767676767,0.961038961038961,0.9493670886075949,0.07404249906539917,0.2773866653442383,0.22984832525253296
04_rocketmq,srvutil,0.96,0.9821428571428571,1.0,0.2767677903175354,0.260769248008728,0.3851805329322815
04_rocketmq,store,0.75,0.984375,0.9692307692307692,0.07039588689804077,0.34291696548461914,0.2776307463645935
04_rocketmq,tieredstore,0.7894736842105263,0.9846153846153847,0.9824561403508771,0.06166708469390869,0.3841328024864197,0.3784642815589905
04_rocketmq,tools,0.7529411764705882,0.9571428571428572,0.9516129032258065,0.1565943956375122,0.27907121181488037,0.16525381803512573
05_shardingsphere,db-protocol,0.7023809523809523,0.9710144927536232,0.9859154929577465,0.06080949306488037,0.6170741617679596,0.61043781042099
05_shardingsphere,dialect-exception,0.7142857142857143,0.9583333333333334,0.972972972972973,0.1466197967529297,0.563401848077774,0.4627641439437866
05_shardingsphere,distsql,0.8135593220338984,0.9722222222222222,1.0,0.18675249814987183,0.5065467655658722,0.5158776938915253
05_shardingsphere,features,0.48611111111111116,0.953125,0.9589041095890412,0.02281177043914795,0.5374072790145874,0.5750583112239838
05_shardingsphere,infra,0.5625,0.9605263157894737,0.9552238805970149,0.03297168016433716,0.5373932421207428,0.49437159299850464
05_shardingsphere,jdbc,0.611764705882353,0.9420289855072463,0.9466666666666667,0.05635279417037964,0.5136364996433258,0.4842590093612671
05_shardingsphere,kernel,0.5747126436781609,0.961038961038961,0.96,0.04082071781158447,0.477999746799469,0.46982741355895996
05_shardingsphere,mode,0.5952380952380952,0.9436619718309859,0.9733333333333334,0.04276108741760254,0.3985074758529663,0.4479091763496399
05_shardingsphere,proxy,0.5294117647058824,0.9516129032258065,0.9545454545454546,0.03160202503204346,0.5120359361171722,0.4381735920906067
05_shardingsphere,sql-parser,0.8085106382978724,0.9577464788732395,0.9859154929577465,0.06206542253494263,0.5032994151115417,0.5304572582244873
