module,ideal_num
hudi-aws,9
hudi-cli,9
hudi-client,9
hudi-common,8
hudi-flink-datasource,8
hudi-gcp,4
hudi-hadoop-mr,8
hudi-kafka-connect,8
hudi-platform-service,8
hudi-spark-datasource,4
hudi-sync,9
hudi-timeline-service,9
hudi-utilities,9
