module,ideal_num
pulsar-broker,9
pulsar-broker-auth-athenz,8
pulsar-broker-auth-sasl,9
pulsar-broker-common,8
pulsar-client,9
pulsar-client-admin,7
pulsar-client-auth-athenz,8
pulsar-client-tools,9
pulsar-common,9
pulsar-config-validation,9
pulsar-functions,9
pulsar-io,9
pulsar-metadata,9
pulsar-package-management,9
pulsar-proxy,7
pulsar-sql,9
pulsar-transaction,8
pulsar-websocket,8
