P10 Module,TFIDF,W2V,SpaCy,FastText
scim-client,0.11218490557903288,0.5167664885520935,0.7808395572487185,0.895186722278595
scim-server,0.6480760600483252,0.9409022331237793,0.9829247917162877,0.9865382313728333
scim-spec,0.3891933848438027,0.8825628161430359,0.9462600151399152,0.9618198871612549
scim-tools,0.5760282306254249,0.8810633420944214,0.905929156236989,0.9387388825416565
