P2 Module,TFIDF,W2V,SpaCy,FastText
apm-commons,0.32669693968417374,0.8482670783996582,0.9386988378797111,0.9560301303863525
apm-protocol,0.18770663340912516,0.7285978198051453,0.8863939578557448,0.8966225981712341
apm-webapp,0.04271780053383335,0.5787326693534851,0.7265128511457333,0.7801777720451355
oap-server,0.8111925404652772,0.9775317907333374,0.992924162996628,0.9962889708450571
