P14 Module,TFIDF,W2V,SpaCy,FastText
expression-evaluator,0.3646931152813204,0.7621701955795288,0.8607755381706778,0.9396712183952332
graph,0.4800008592209805,0.7852351069450378,0.8570125000387637,0.8861489295959473
spring-apacheds,0.3635447320219724,0.8093633055686951,0.9037041832596423,0.9116429090499878
spring-cache,0.4700738693000439,0.889976441860199,0.9257357905996528,0.9540671110153198
spring-quartz,0.4602510715656405,0.8309281468391418,0.8995466051651403,0.929502546787262
spring-registry,0.4279096475610067,0.8867241740226746,0.9285468454513627,0.9453716278076172
