P8 Module,TFIDF,W2V,SpaCy,FastText
core,0.6482439609421462,0.9422196745872498,0.9692864165785601,0.9861778020858765
dom,0.721292588297966,0.9608244299888611,0.9814212401059788,0.986926257610321
james-utils,0.26057619826831896,0.7688875794410706,0.8763139581700393,0.9491627216339111
mbox,0.433299917778565,0.8762232661247253,0.9297589313874184,0.9519236087799072
storage,0.8434946862316055,0.9423458576202393,0.9629497054394706,0.9782161116600037
