p11 Module,Code Extraction,Code Length,Test Extraction,Test Length,Doc Extraction
src,populate repository mojo group api group impl group external group cluster group prefix deploy url deploy skip local install netbeans install directory netbean javadoc directory netbeans source directory netbean nbm directory force version externallist define cluster dependency repository url dependency repository parent gav artifact repository local repository artifact factory artifact factory artifact installer artifact installer artifact deployer artifact deployer artifact handler manager artifact handler manager artifact repository factory repository factory artifact resolver artifact resolver artifact repository layout artifact repository layout parent artefact parent execute create maven project module wrapper wrapper list module wrapper wrapper list dependency find external create cluster project artifact cluster collection module wrapper mod artifact create cluster artifact artifact version pattern pattern cluster external wrapper artifact groupid artifact artifact artifact groupid groupid groupid version version version version module wrapper maven module wrapper dependency dep dependency dep module wrapper artifact version group cluster hash code object obj module examine manifest module manifest artifact version group output stream write,160,populate repository mojo mojo way dependency hell strip cluster install split encode,12,licensed software foundation asf one contributor license agreement see notice file distribute work additional information regard copyright ownership asf license file license version license may use file except compliance license may obtain copy license httpwwwapacheorglicenseslicense unless require applicable law agree write software distribute license distribute basis without warranty condition kind either express imply see license specific language govern permission limitation license netbean repository plugin documentation site get touch subscribe mail usersnetbeansapacheorg list ask question find answer also help user subscribe mail devnetbeansapacheorg list join developement discussion propose new idea connect contributor report bug bug report httpsissuesapacheorgjiraprojectsnetbeansinfraissues use component netbeans repository plugin
